name,serial,link,title,title score,firstName,name score,origin,origin score,combo score,total score
Witch Properpine of the Valley,9861,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9861,Witch,0.14,Properpine,1.38,Valley,0.11,0.02,1.66
Alchemist Fark of the Veil,188,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/188,Alchemist,0.05,Fark,1.22,Veil,0.36,0.02,1.66
Artificer Artis of the Belfry,9199,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9199,Artificer,0.12,Artis,0.10,Belfry,1.41,0.02,1.65
Adept Iris of the Forest,1556,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1556,Adept,0.26,Iris,0.86,Forest,0.51,0.02,1.65
Illusionist Tengu of the Villa,6613,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6613,Illusionist,0.51,Tengu,0.78,Villa,0.34,0.02,1.65
Battle Mage Horace of the River,457,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/457,Battle Mage,0.03,Horace,1.08,River,0.52,0.02,1.65
Thaumaturge Godfrey of the Valley,4301,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4301,Thaumaturge,0.93,Godfrey,0.59,Valley,0.11,0.02,1.65
Hydromancer Carly of the Moors,7850,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7850,Hydromancer,1.26,Carly,0.12,Moors,0.24,0.02,1.65
Archmagus Ofaris of the Psychic Leap,3291,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3291,Archmagus,0.01,Ofaris,0.08,Psychic Leap,1.54,0.02,1.65
Geomancer Impy of El Dorado,9820,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9820,Geomancer,0.62,Impy,0.35,El Dorado,0.66,0.02,1.65
Cleric Nicolas of El Dorado,2554,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2554,Cleric,0.88,Nicolas,0.08,El Dorado,0.66,0.02,1.65
Witch Velorina of Arcadia,5261,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5261,Witch,0.14,Velorina,0.86,Arcadia,0.63,0.02,1.65
Arcanist Galatea of the Court,4518,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4518,Arcanist,0.17,Galatea,0.32,Court,1.13,0.02,1.65
Hedge Wizard Enigma of the Hills,250,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/250,Hedge Wizard,0.08,Enigma,1.38,Hills,0.16,0.02,1.65
Archmagus Amir of the Psychic Leap,2549,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2549,Archmagus,0.01,Amir,0.07,Psychic Leap,1.54,0.02,1.65
Shaman Ozohr of the Sands,6871,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6871,Shaman,0.12,Ozohr,0.10,Sands,1.41,0.02,1.65
Summoner Celeste of the Hills,4140,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4140,Summoner,1.31,Celeste,0.15,Hills,0.16,0.02,1.65
Alchemist Uday of the Dunes,2759,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2759,Alchemist,0.05,Uday,0.86,Dunes,0.71,0.02,1.65
Geomancer Jasper of the Wood,2751,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2751,Geomancer,0.62,Jasper,0.96,Wood,0.04,0.02,1.64
Alchemist Adium of the Cosmos,608,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/608,Alchemist,0.05,Adium,1.38,Cosmos,0.18,0.02,1.64
Shaman Aleister in the Shadows,599,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/599,Shaman,0.12,Aleister,0.01,Shadows,1.49,0.02,1.64
Necromancer Anton of the Mount,6244,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6244,Necromancer,0.65,Anton,0.86,Mount,0.11,0.02,1.64
Hedge Wizard Salah of the Tower,3431,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3431,Hedge Wizard,0.08,Salah,1.38,Tower,0.16,0.02,1.64
Shaman Homer of the Belfry,2125,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2125,Shaman,0.12,Homer,0.09,Belfry,1.41,0.02,1.64
Ghost Eater Iprix of the Astral Plane,9294,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9294,Ghost Eater,0.82,Iprix,0.11,Astral Plane,0.69,0.02,1.64
Druid Lumos in the Shadows,9928,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9928,Druid,0.10,Lumos,0.02,Shadows,1.49,0.02,1.64
Arch-Magician George of the Sands,485,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/485,Arch-Magician,0.16,George,0.05,Sands,1.41,0.02,1.64
Wild Mage Ratko of the Villa,59,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/59,Wild Mage,1.11,Ratko,0.17,Villa,0.34,0.02,1.64
Necromancer Diana of the Reach,5425,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5425,Necromancer,0.65,Diana,0.19,Reach,0.79,0.02,1.64
Druid Zeromus of the Desert,2956,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2956,Druid,0.10,Zeromus,1.38,Desert,0.13,0.02,1.64
Geomancer Talon of the Mountain,9595,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9595,Geomancer,0.62,Talon,0.54,Mountain,0.46,0.02,1.64
Witch Zelda of the River,277,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/277,Witch,0.14,Zelda,0.96,River,0.52,0.02,1.64
Summoner Soya of the Heath,8967,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8967,Summoner,1.31,Soya,0.04,Heath,0.26,0.02,1.64
Battle Mage Rodolfo of Avalon,6997,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6997,Battle Mage,0.03,Rodolfo,0.43,Avalon,1.16,0.02,1.64
Battle Mage Rodolfo of Xanadu,8452,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8452,Battle Mage,0.03,Rodolfo,0.43,Xanadu,1.16,0.02,1.64
Battle Mage Baird of the Belfry,3916,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3916,Battle Mage,0.03,Baird,0.18,Belfry,1.41,0.02,1.64
Artificer Adium of the Mount,5224,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5224,Artificer,0.12,Adium,1.38,Mount,0.11,0.02,1.64
Sorcerer Alizam of the Sands,3031,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3031,Sorcerer,0.03,Alizam,0.18,Sands,1.41,0.02,1.64
Arcanist Lin of El Dorado,3372,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3372,Arcanist,0.17,Lin,0.78,El Dorado,0.66,0.02,1.64
Thaumaturge Rita of the Canyon,2269,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2269,Thaumaturge,0.93,Rita,0.05,Canyon,0.64,0.02,1.64
Wild Mage Eric of the Heath,7879,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7879,Wild Mage,1.11,Eric,0.24,Heath,0.26,0.02,1.63
Cleric Magnus of the Riviera,746,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/746,Cleric,0.88,Magnus,0.18,Riviera,0.56,0.02,1.63
Sorcerer Eizo of the Light,7588,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7588,Sorcerer,0.03,Eizo,0.32,Light,1.25,0.02,1.63
Alchemist Idris of the Villa,6710,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6710,Alchemist,0.05,Idris,1.22,Villa,0.34,0.02,1.63
Hydromancer Goliath of the Brambles,9155,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9155,Hydromancer,1.26,Goliath,0.15,Brambles,0.20,0.02,1.63
Shaman Nicolas of the Belfry,4031,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4031,Shaman,0.12,Nicolas,0.08,Belfry,1.41,0.02,1.63
Battle Mage Horace of the Capital,9545,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9545,Battle Mage,0.03,Horace,1.08,Capital,0.50,0.02,1.63
Cleric Orpheus of the Citadel,51,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/51,Cleric,0.88,Orpheus,0.19,Citadel,0.55,0.02,1.63
Shaman Jean Leon of the Keep,2039,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2039,Shaman,0.12,Jean Leon,1.38,Keep,0.11,0.02,1.63
Hydromancer Wolfram of the Plains,3194,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3194,Hydromancer,1.26,Wolfram,0.18,Plains,0.17,0.02,1.63
Sorcerer Soya of the Psychic Leap,95,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/95,Sorcerer,0.03,Soya,0.04,Psychic Leap,1.54,0.02,1.63
Ghost Eater Jadis of the Road,8938,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8938,Ghost Eater,0.82,Jadis,0.46,Road,0.33,0.02,1.63
Mystic Uday of the Heath,1766,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1766,Mystic,0.48,Uday,0.86,Heath,0.26,0.02,1.63
Mystic Hagatha of the Heath,5094,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5094,Mystic,0.48,Hagatha,0.86,Heath,0.26,0.02,1.63
Arcanist Gully of the Sun,1320,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1320,Arcanist,0.17,Gully,1.08,Sun,0.36,0.02,1.63
Sorcerer Salah of the Grotto,673,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/673,Sorcerer,0.03,Salah,1.38,Grotto,0.19,0.02,1.63
Artificer Horace of the Bastion,4159,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4159,Artificer,0.12,Horace,1.08,Bastion,0.41,0.02,1.63
Summoner Cairon of the Tower,8113,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8113,Summoner,1.31,Cairon,0.14,Tower,0.16,0.02,1.63
Shaman Velorina of Arcadia,9619,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9619,Shaman,0.12,Velorina,0.86,Arcadia,0.63,0.02,1.63
Magus Pezo of the Villa,8891,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8891,Magus,0.05,Pezo,1.22,Villa,0.34,0.02,1.63
Archmagus Jeldor in the Shadows,8296,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8296,Archmagus,0.01,Jeldor,0.10,Shadows,1.49,0.02,1.63
Archmagus Milo of the Psychic Leap,7263,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7263,Archmagus,0.01,Milo,0.06,Psychic Leap,1.54,0.02,1.63
Archmagus Fark of the Wold,8413,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8413,Archmagus,0.01,Fark,1.22,Wold,0.38,0.02,1.63
Druid Ravana of the Canyon,2704,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2704,Druid,0.10,Ravana,0.86,Canyon,0.64,0.02,1.63
Cleric Lumos of the Dunes,8483,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8483,Cleric,0.88,Lumos,0.02,Dunes,0.71,0.02,1.63
Wild Mage Homer of the Sacred Pillars,2480,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2480,Wild Mage,1.11,Homer,0.09,Sacred Pillars,0.40,0.02,1.63
Artificer Nikolas of the Light,9671,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9671,Artificer,0.12,Nikolas,0.23,Light,1.25,0.02,1.63
Magus Jabir of Xanadu,4540,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4540,Magus,0.05,Jabir,0.40,Xanadu,1.16,0.02,1.63
Enchanter Drusilla of Elysium,7606,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7606,Enchanter,0.05,Drusilla,0.54,Elysium,1.02,0.02,1.63
Sage Zubin of Mu,8462,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8462,Sage,0.16,Zubin,0.29,Mu,1.16,0.02,1.63
Alchemist Onaxx of the Road,5608,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5608,Alchemist,0.05,Onaxx,1.22,Road,0.33,0.02,1.62
Alchemist Nadeem of the Road,7753,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7753,Alchemist,0.05,Nadeem,1.22,Road,0.33,0.02,1.62
Hedge Wizard Herne of the Steppe,6184,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6184,Hedge Wizard,0.08,Herne,1.38,Steppe,0.14,0.02,1.62
Artificer Nadeem of the Havens,8402,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8402,Artificer,0.12,Nadeem,1.22,Havens,0.26,0.02,1.62
Artificer Onaxx of the Heath,8586,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8586,Artificer,0.12,Onaxx,1.22,Heath,0.26,0.02,1.62
Enchanter Celeste of the Sands,7151,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7151,Enchanter,0.05,Celeste,0.15,Sands,1.41,0.02,1.62
Sorcerer Uvlius in the Shadows,5636,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5636,Sorcerer,0.03,Uvlius,0.07,Shadows,1.49,0.02,1.62
Illusionist Aiko of the Reach,1572,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1572,Illusionist,0.51,Aiko,0.30,Reach,0.79,0.02,1.62
Druid Enigma of the Valley,3676,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3676,Druid,0.10,Enigma,1.38,Valley,0.11,0.02,1.62
Battle Mage Darick of the Atheneum,4892,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4892,Battle Mage,0.03,Darick,0.71,Atheneum,0.86,0.02,1.62
Witch Sylvia of Xanadu,5887,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5887,Witch,0.14,Sylvia,0.30,Xanadu,1.16,0.02,1.62
Shadow Mage Wolfram of the Riviera,2180,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2180,Shadow Mage,0.86,Wolfram,0.18,Riviera,0.56,0.02,1.62
Sorcerer Alatar in the Shadows,897,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/897,Sorcerer,0.03,Alatar,0.07,Shadows,1.49,0.02,1.62
Battle Mage Goliath of the Sands,3768,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3768,Battle Mage,0.03,Goliath,0.15,Sands,1.41,0.02,1.62
Alchemist Properpine of the Tower,2815,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2815,Alchemist,0.05,Properpine,1.38,Tower,0.16,0.02,1.62
Witch Lilith of the Wold,3036,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3036,Witch,0.14,Lilith,1.08,Wold,0.38,0.02,1.62
Witch Ursula of the Wold,4032,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4032,Witch,0.14,Ursula,1.08,Wold,0.38,0.02,1.62
Necromancer Devon of the Reach,7855,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7855,Necromancer,0.65,Devon,0.16,Reach,0.79,0.02,1.62
Mystic Tengu of the Road,9005,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9005,Mystic,0.48,Tengu,0.78,Road,0.33,0.02,1.62
Arch-Magician Silas of the Quantum Downs,6832,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6832,Arch-Magician,0.16,Silas,0.18,Quantum Downs,1.25,0.02,1.61
Geomancer Iris of the Valley,7930,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7930,Geomancer,0.62,Iris,0.86,Valley,0.11,0.02,1.61
Pyromancer Aldus of Mu,6600,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6600,Pyromancer,0.37,Aldus,0.06,Mu,1.16,0.02,1.61
Illusionist Thana of Dreams,6553,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6553,Illusionist,0.51,Thana,0.24,Dreams,0.84,0.02,1.61
Illusionist Jasper of the Hall,9621,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9621,Illusionist,0.51,Jasper,0.96,Hall,0.12,0.02,1.61
Alchemist Eronin of the Mountain,7029,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7029,Alchemist,0.05,Eronin,1.08,Mountain,0.46,0.02,1.61
Wild Mage Hansel of the Valley,7627,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7627,Wild Mage,1.11,Hansel,0.37,Valley,0.11,0.02,1.61
Charmer Arabella of the Atheneum,9809,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9809,Charmer,0.52,Arabella,0.20,Atheneum,0.86,0.02,1.61
Arcanist Sarah of the Brambles,8739,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8739,Arcanist,0.17,Sarah,1.22,Brambles,0.20,0.02,1.61
Alchemist Salvatore of the Event Horizon,9747,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9747,Alchemist,0.05,Salvatore,0.35,Event Horizon,1.19,0.02,1.61
Archmagus Pezo of the Veil,8066,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8066,Archmagus,0.01,Pezo,1.22,Veil,0.36,0.02,1.61
Archmagus Eronin of the Capital,7011,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7011,Archmagus,0.01,Eronin,1.08,Capital,0.50,0.02,1.61
Sorcerer Remus of the Sands,2461,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2461,Sorcerer,0.03,Remus,0.15,Sands,1.41,0.02,1.61
Hydromancer Soran of the Brambles,7140,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7140,Hydromancer,1.26,Soran,0.13,Brambles,0.20,0.02,1.61
Arch-Magician Enigma of the Wood,624,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/624,Arch-Magician,0.16,Enigma,1.38,Wood,0.04,0.02,1.61
Archmagus Azahl in the Shadows,7926,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7926,Archmagus,0.01,Azahl,0.08,Shadows,1.49,0.02,1.61
Hedge Wizard Properpine of the Hall,7507,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7507,Hedge Wizard,0.08,Properpine,1.38,Hall,0.12,0.02,1.61
Druid Fark of the Havens,7415,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7415,Druid,0.10,Fark,1.22,Havens,0.26,0.02,1.61
Hydromancer Diana of the Steppe,1946,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1946,Hydromancer,1.26,Diana,0.19,Steppe,0.14,0.02,1.60
Wild Mage Hagar of the Sacred Pillars,7131,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7131,Wild Mage,1.11,Hagar,0.07,Sacred Pillars,0.40,0.02,1.60
Pyromancer Nixie of the Moors,4601,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4601,Pyromancer,0.37,Nixie,0.96,Moors,0.24,0.02,1.60
Runecaster Atlanta of Arcadia,7538,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7538,Runecaster,0.75,Atlanta,0.20,Arcadia,0.63,0.02,1.60
Summoner Ofaris of the Cosmos,3970,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3970,Summoner,1.31,Ofaris,0.08,Cosmos,0.18,0.02,1.60
Arch-Magician Gully of the Villa,193,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/193,Arch-Magician,0.16,Gully,1.08,Villa,0.34,0.02,1.60
Archmagus Amir in the Shadows,2917,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2917,Archmagus,0.01,Amir,0.07,Shadows,1.49,0.02,1.60
Summoner Tundror of the Hall,9673,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9673,Summoner,1.31,Tundror,0.14,Hall,0.12,0.02,1.60
Sage Nikolas of the Temple,4278,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4278,Sage,0.16,Nikolas,0.23,Temple,1.19,0.02,1.60
Magus Duzzle of the Mist,1652,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1652,Magus,0.05,Duzzle,1.22,Mist,0.31,0.02,1.60
Wild Mage David of the Sacred Pillars,5805,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5805,Wild Mage,1.11,David,0.06,Sacred Pillars,0.40,0.02,1.60
Magus Faye of the Quantum Downs,4876,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4876,Magus,0.05,Faye,0.27,Quantum Downs,1.25,0.02,1.60
Arcanist Nadeem of the Cosmos,9746,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9746,Arcanist,0.17,Nadeem,1.22,Cosmos,0.18,0.02,1.60
Sage Cybele of Elysium,3021,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3021,Sage,0.16,Cybele,0.40,Elysium,1.02,0.02,1.60
Wild Mage Sylvia of the Hills,3902,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3902,Wild Mage,1.11,Sylvia,0.30,Hills,0.16,0.02,1.59
Archmagus Solomon in the Shadows,8017,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8017,Archmagus,0.01,Solomon,0.07,Shadows,1.49,0.02,1.59
Archmagus Lumos of the Psychic Leap,5853,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5853,Archmagus,0.01,Lumos,0.02,Psychic Leap,1.54,0.02,1.59
Pyromancer Hagar of the Court,5220,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5220,Pyromancer,0.37,Hagar,0.07,Court,1.13,0.02,1.59
Enchanter Pandora of the Court,1477,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1477,Enchanter,0.05,Pandora,0.40,Court,1.13,0.02,1.59
Enchanter Cybele of the Court,4592,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4592,Enchanter,0.05,Cybele,0.40,Court,1.13,0.02,1.59
Alchemist Delilah of the Wild,6283,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6283,Alchemist,0.05,Delilah,1.08,Wild,0.44,0.02,1.59
Witch Sylvia of the Court,8493,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8493,Witch,0.14,Sylvia,0.30,Court,1.13,0.02,1.59
Sorcerer Zane of the Event Horizon,5942,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5942,Sorcerer,0.03,Zane,0.35,Event Horizon,1.19,0.02,1.59
Wild Mage Axel of the Heath,9465,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9465,Wild Mage,1.11,Axel,0.19,Heath,0.26,0.02,1.59
Necromancer Aldus of the Atheneum,1314,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1314,Necromancer,0.65,Aldus,0.06,Atheneum,0.86,0.02,1.59
Runecaster David of the Oasis,346,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/346,Runecaster,0.75,David,0.06,Oasis,0.75,0.02,1.59
Witch Marceline of the Wood,343,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/343,Witch,0.14,Marceline,1.38,Wood,0.04,0.02,1.59
Illusionist Iris of the Grotto,8741,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8741,Illusionist,0.51,Iris,0.86,Grotto,0.19,0.02,1.59
Magus Lilith of the Wild,2357,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2357,Magus,0.05,Lilith,1.08,Wild,0.44,0.02,1.59
Summoner Iprix of the Steppe,6541,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6541,Summoner,1.31,Iprix,0.11,Steppe,0.14,0.02,1.59
Conjurer Galatea of the Wild,171,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/171,Conjurer,0.80,Galatea,0.32,Wild,0.44,0.02,1.59
